ID;NOMBRE / DESC;SECCIÓN;POSICIÓN;ESTADO;REPE ;CANTIDAD REPE;ID SECCIÓN
915;JOSIP SUTALO;CROACIA;DEFENSA;FALTA;NO;0;CRO7
916;KRISTIJAN JAKIC;CROACIA;MEDIOCENTRO;FALTA;NO;0;CRO8
917;LUKA MODRIC;CROACIA;MEDIOCENTRO;FALTA;NO;0;CRO9
918;MATEO KOVACIC;CROACIA;MEDIOCENTRO;FALTA;NO;0;CRO10
919;MARTIN BATURINA;CROACIA;MEDIOCENTRO;FALTA;NO;0;CRO11
920;LOVRO MAJER;CROACIA;MEDIOCENTRO;FALTA;NO;0;CRO12
921;EQUIPO CROACIA;CROACIA;OTRO;FALTA;NO;0;CRO13
922;MARIO PASALIC;CROACIA;MEDIOCENTRO;FALTA;NO;0;CRO14
923;PETAR SUCIC;CROACIA;MEDIOCENTRO;FALTA;NO;0;CRO15
924;IVAN PERIŠIC;CROACIA;DELANTERO;FALTA;NO;0;CRO16
925;MARCO PASALIC;CROACIA;DELANTERO;FALTA;NO;0;CRO17
926;ANTE BUDIMIR;CROACIA;DELANTERO;FALTA;NO;0;CRO18
927;ANDREJ KRAMARIC;CROACIA;DELANTERO;FALTA;NO;0;CRO19
928;FRANJO IVANOVIC;CROACIA;DELANTERO;FALTA;NO;0;CRO20
929;ESCUDO GHANA;GHANA;OTRO;FALTA;NO;0;GHA1
930;LAWRENCE ATI ZIGI;GHANA;;FALTA;NO;0;GHA2
931;TARIQ LAMPTEY;GHANA;;FALTA;NO;0;GHA3
932;MOHAMMED SALISU;GHANA;;FALTA;NO;0;GHA4
933;ALIDU SEIDU;GHANA;;FALTA;NO;0;GHA5
934;ALEXANDER DJIKU;GHANA;;FALTA;NO;0;GHA6
935;GIDEON MENSAH;GHANA;;FALTA;NO;0;GHA7
936;CALEB YIRENKYI;GHANA;;FALTA;NO;0;GHA8
937;ABDUL ISSAHAKU FATAWU;GHANA;;FALTA;NO;0;GHA9
938;THOMAS PARTEY;GHANA;;FALTA;NO;0;GHA10
939;SALIS ABDUL SAMED;GHANA;;FALTA;NO;0;GHA11
940;KAMALDEEN SULEMANA;GHANA;;FALTA;NO;0;GHA12
941;EQUIPO GHANA;GHANA;OTRO;FALTA;NO;0;GHA13
942;MOHAMMED KUDUS;GHANA;;FALTA;NO;0;GHA14
943;INAKI WILLIAMS;GHANA;;FALTA;NO;0;GHA15
944;JORDAN AYEW;GHANA;;FALTA;NO;0;GHA16
945;ANDREW AYEW;GHANA;;FALTA;NO;0;GHA17
946;JOSEPH PAINTSIL;GHANA;;FALTA;NO;0;GHA18
947;OSMAN BUKARI;GHANA;;FALTA;NO;0;GHA19
948;ANTOINE SEMENYO;GHANA;;FALTA;NO;0;GHA20
949;ESCUDO PANAMÁ;PANAMÁ;OTRO;FALTA;NO;0;PAN1
950;ORLANDO MOSQUERA;PANAMÁ;;FALTA;NO;0;PAN2
951;LUIS MEJIA;PANAMÁ;;FALTA;NO;0;PAN3
952;FIDEL ESCOBAR;PANAMÁ;;FALTA;NO;0;PAN4
953;ANDRES ANDRADE;PANAMÁ;;FALTA;NO;0;PAN5
954;MICHAEL AMIR MURILLO;PANAMÁ;;FALTA;NO;0;PAN6
955;ERIC DAVIS;PANAMÁ;;FALTA;NO;0;PAN7
956;JOSE CORDOBA;PANAMÁ;;FALTA;NO;0;PAN8
957;CESAR BLACKMAN;PANAMÁ;;FALTA;NO;0;PAN9
958;CRISTIAN MARTINEZ;PANAMÁ;;FALTA;NO;0;PAN10
959;ANÍBAL GODOY;PANAMÁ;;FALTA;NO;0;PAN11
960;ADALBERTO CARRASQUILLA;PANAMÁ;;FALTA;NO;0;PAN12
961;EQUIPO PANAMA;PANAMÁ;OTRO;FALTA;NO;0;PAN13
962;ÉDGAR BÁRCENAS;PANAMÁ;;FALTA;NO;0;PAN14
963;CARLOS HARVEY;PANAMÁ;;FALTA;NO;0;PAN15
964;ISMAEL DÍAZ;PANAMÁ;;FALTA;NO;0;PAN16
965;JOSE FAJARDO;PANAMÁ;;FALTA;NO;0;PAN17
966;CECILIO WATERMAN;PANAMÁ;;FALTA;NO;0;PAN18
967;JOSE LUIZ RODRIGUEZ;PANAMÁ;;FALTA;NO;0;PAN19
968;ALBERTO QUINTERO;PANAMÁ;;FALTA;NO;0;PAN20
969;ITALY 1934;FWC;OTRO;FALTA;NO;0;FWC9
970;URUGUAY 1950;FWC;OTRO;FALTA;NO;0;FWC10
971;WEST GERMANY 1954;FWC;OTRO;FALTA;NO;0;FWC11
972;BRAZIL 1962;FWC;OTRO;FALTA;NO;0;FWC12
973;WEST GERMANY 1974;FWC;OTRO;FALTA;NO;0;FWC13
974;ARGENTINA 1986;FWC;OTRO;FALTA;NO;0;FWC14
975;BRAZIL 1994;FWC;OTRO;FALTA;NO;0;FWC15
976;BRAZIL 2002;FWC;OTRO;FALTA;NO;0;FWC16
977;ITALY 2006;FWC;OTRO;FALTA;NO;0;FWC17
978;GERMANY 2014;FWC;OTRO;FALTA;NO;0;FWC18
979;ARGENTINA 2022;FWC;OTRO;FALTA;NO;0;FWC19
980;LAMINE YAMAL;COCACOLA USA;DELANTERO;FALTA;NO;0;CC-US1
981;JOSHUA KIMMICH;COCACOLA USA;MEDIOCENTRO;FALTA;NO;0;CC-US2
982;HARRY KANE;COCACOLA USA;DELANTERO;FALTA;NO;0;CC-US3
983;SANTIAGO GIMÉNEZ;COCACOLA USA;DELANTERO;FALTA;NO;0;CC-US4
984;ANTONEE ROBINSON;COCACOLA USA;DEFENSA;FALTA;NO;0;CC-US5
985;JEFFERSON LERMA;COCACOLA USA;MEDIOCENTRO;FALTA;NO;0;CC-US6
986;EDSON ÁLVAREZ;COCACOLA USA;DEFENSA;FALTA;NO;0;CC-US7
987;VIRGIL VAN DIJK;COCACOLA USA;DEFENSA;FALTA;NO;0;CC-US8
988;ALPHONSO DAVIES;COCACOLA USA;DEFENSA;FALTA;NO;0;CC-US9
989;WESTON MCKENNIE;COCACOLA USA;MEDIOCENTRO;FALTA;NO;0;CC-US10
990;LAUTARO MARTÍNEZ;COCACOLA USA;DELANTERO;FALTA;NO;0;CC-US11
991;GABRIEL MAGALHAES;COCACOLA USA;DEFENSA;FALTA;NO;0;CC-US12
992;LAMINE YAMAL;COCACOLA LATAM;DELANTERO;FALTA;NO;0;CC-LAM1
993;JOSHUA KIMMICH;COCACOLA LATAM;MEDIOCENTRO;FALTA;NO;0;CC-LAM2
994;HARRY KANE;COCACOLA LATAM;DELANTERO;FALTA;NO;0;CC-LAM3
995;SANTIAGO GIMÉNEZ;COCACOLA LATAM;DELANTERO;FALTA;NO;0;CC-LAM4
996;JOSKO GVARDIOL;COCACOLA LATAM;DEFENSA;FALTA;NO;0;CC-LAM5
997;FEDERICO VALVERDE;COCACOLA LATAM;MEDIOCENTRO;FALTA;NO;0;CC-LAM6
998;JEFFERSON LERMA;COCACOLA LATAM;MEDIOCENTRO;FALTA;NO;0;CC-LAM7
999;ENNER VALENCIA;COCACOLA LATAM;DELANTERO;FALTA;NO;0;CC-LAM8
1000;GABRIEL MAGALHAES;COCACOLA LATAM;DEFENSA;FALTA;NO;0;CC-LAM9
1001;VIRGIL VAN DIJK;COCACOLA LATAM;DEFENSA;FALTA;NO;0;CC-LAM10
1002;ALPHONSO DAVIES;COCACOLA LATAM;DEFENSA;FALTA;NO;0;CC-LAM11
1003;EMILIANO MARTÍNEZ;COCACOLA LATAM;PORTERO;FALTA;NO;0;CC-LAM12
1004;RAÚL JIMÉNEZ;COCACOLA LATAM;DELANTERO;FALTA;NO;0;CC-LAM13
1005;LAUTARO MARTÍNEZ;COCACOLA LATAM;DELANTERO;FALTA;NO;0;CC-LAM14
1006;LAUTARO MARTÍNEZ;COCACOLA SERBIA;DELANTERO;FALTA;NO;0;CC-SRB1
1007;ALPHONSO DAVIES;COCACOLA SERBIA;DEFENSA;FALTA;NO;0;CC-SRB2
1008;JOSKO GVARDIOL;COCACOLA SERBIA;DEFENSA;FALTA;NO;0;CC-SRB3
1009;HARRY KANE;COCACOLA SERBIA;DELANTERO;FALTA;NO;0;CC-SRB4
1010;EDUARDO CAMAVINGA;COCACOLA SERBIA;MEDIOCENTRO;FALTA;NO;0;CC-SRB5
1011;WILLIAM SALIBA;COCACOLA SERBIA;DEFENSA;FALTA;NO;0;CC-SRB6
1012;JOSHUA KIMMICH;COCACOLA SERBIA;MEDIOCENTRO;FALTA;NO;0;CC-SRB7
1013;RAÚL JIMÉNEZ;COCACOLA SERBIA;DELANTERO;FALTA;NO;0;CC-SRB8
1014;VIRGIL VAN DIJK;COCACOLA SERBIA;DEFENSA;FALTA;NO;0;CC-SRB9
1015;LAMINE YAMAL;COCACOLA SERBIA;DELANTERO;FALTA;NO;0;CC-SRB10
1016;ANTONEE ROBINSON;COCACOLA SERBIA;DEFENSA;FALTA;NO;0;CC-SRB11
1017;FEDERICO VALVERDE;COCACOLA SERBIA;MEDIOCENTRO;FALTA;NO;0;CC-SRB12
1018;LAMINE YAMAL;COCACOLA ESPAÑA;DELANTERO;FALTA;NO;0;CC-ESP1
1019;JOSHUA KIMMICH;COCACOLA ESPAÑA;MEDIOCENTRO;FALTA;NO;0;CC-ESP2
1020;EDUARDO CAMAVINGA;COCACOLA ESPAÑA;MEDIOCENTRO;FALTA;NO;0;CC-ESP3
1021;JOSKO GVARDIOL;COCACOLA ESPAÑA;DEFENSA;FALTA;NO;0;CC-ESP4
1022;FEDERICO VALVERDE;COCACOLA ESPAÑA;MEDIOCENTRO;FALTA;NO;0;CC-ESP5
1023;VIRGIL VAN DIJK;COCACOLA ESPAÑA;DEFENSA;FALTA;NO;0;CC-ESP6
1024;ALPHONSO DAVIES;COCACOLA ESPAÑA;DEFENSA;FALTA;NO;0;CC-ESP7
1025;RAÚL JIMÉNEZ;COCACOLA ESPAÑA;DELANTERO;FALTA;NO;0;CC-ESP8
1026;WILLIAM SALIBA;COCACOLA ESPAÑA;DEFENSA;FALTA;NO;0;CC-ESP9
1027;LAUTARO MARTÍNEZ;COCACOLA ESPAÑA;DELANTERO;FALTA;NO;0;CC-ESP10
1028;HARRY KANE;COCACOLA ESPAÑA;DELANTERO;FALTA;NO;0;CC-ESP11
1029;ANTONEE ROBINSON;COCACOLA ESPAÑA;DEFENSA;FALTA;NO;0;CC-ESP12
1030;LIONEL MESSI;EXTRA / BASE;DELANTERO;FALTA;NO;0;EXT BAS1
1031;JEREMY DOKU;EXTRA / BASE;DELANTERO;FALTA;NO;0;EXT BAS2
1032;VINICIUS JUNIOR;EXTRA / BASE;DELANTERO;FALTA;NO;0;EXT BAS3
1033;ALPHONSO DAVIES;EXTRA / BASE;DEFENSA;FALTA;NO;0;EXT BAS4
1034;LUIS DIAZ;EXTRA / BASE;DELANTERO;FALTA;NO;0;EXT BAS5
1035;LUKA MODRIC;EXTRA / BASE;MEDIOCENTRO;FALTA;NO;0;EXT BAS6
1036;MOSISES CAICEDO;EXTRA / BASE;MEDIOCENTRO;FALTA;NO;0;EXT BAS7
1037;MOHAMED SALAH;EXTRA / BASE;DELANTERO;FALTA;NO;0;EXT BAS8
1038;JUDE BELLINGHAM;EXTRA / BASE;MEDIOCENTRO;FALTA;NO;0;EXT BAS9
1039;KYLIAN MBAPPÉ;EXTRA / BASE;DELANTERO;FALTA;NO;0;EXT BAS10
1040;FLORIAN WIRTZ;EXTRA / BASE;MEDIOCENTRO;FALTA;NO;0;EXT BAS11
1041;RAÚL JIMÉNEZ;EXTRA / BASE;DELANTERO;FALTA;NO;0;EXT BAS12
1042;ACHRAF HAKIMI;EXTRA / BASE;DEFENSA;FALTA;NO;0;EXT BAS13
1043;EARLING HAALAND;EXTRA / BASE;DELANTERO;FALTA;NO;0;EXT BAS14
1044;ROBERT LEWANDOWSKI;EXTRA / BASE;DELANTERO;FALTA;NO;0;EXT BAS15
1045;CRISTIANO RONALDO;EXTRA / BASE;DELANTERO;FALTA;NO;0;EXT BAS16
1046;HEUNG-MIN SON;EXTRA / BASE;DELANTERO;FALTA;NO;0;EXT BAS17
1047;LAMINE YAMAL;EXTRA / BASE;DELANTERO;FALTA;NO;0;EXT BAS18
1048;CHRISTIAN PULISIC;EXTRA / BASE;DELANTERO;FALTA;NO;0;EXT BAS19
1049;FEDERICO VALVERDE;EXTRA / BASE;MEDIOCENTRO;FALTA;NO;0;EXT BAS20
