ID;NOMBRE / DESC;SECCIÓN;POSICIÓN;ESTADO;REPE ;CANTIDAD REPE;ID SECCIÓN
1;OFFICIAL EMBLEM ;FWC;OTRO;FALTA;NO;0;FWC1
2;OFFICAL EMBLEM 2;FWC;OTRO;FALTA;NO;0;FWC2
3;OFFICIAL MASCOT;FWC;OTRO;FALTA;NO;0;FWC3
4;OFFICIAL SLOGAN ;FWC;OTRO;FALTA;NO;0;FWC4
5;OFFICIAL BALL;FWC;OTRO;FALTA;NO;0;FWC5
6;HOST COUNTRY EMBLEM CAN;FWC;OTRO;FALTA;NO;0;FWC6
7;HOST COUNTRY EMBLEM MEX;FWC;OTRO;FALTA;NO;0;FWC7
8;HOST COUNTRY EMBLEM USA;FWC;OTRO;FALTA;NO;0;FWC8
9;ESCUDO MEX;MÉXICO;OTRO;FALTA;NO;0;MEX1
10;LUIS MALAGÓN;MÉXICO;PORTERO;FALTA;NO;0;MEX2
11;JOHAN VÁSQUEZ;MÉXICO;DEFENSA;FALTA;NO;0;MEX3
12;JORGE SÁNCHEZ;MÉXICO;DEFENSA;FALTA;NO;0;MEX4
13;CÉSAR MONTES;MÉXICO;DEFENSA;FALTA;NO;0;MEX5
14;JESUS GALLARDO;MÉXICO;DEFENSA;FALTA;NO;0;MEX6
15;ISRAEL REYES;MÉXICO;DEFENSA;FALTA;NO;0;MEX7
16;DIEGO LAINEZ;MÉXICO;MEDIOCENTRO;FALTA;NO;0;MEX8
17;CARLOS RODRÍGUEZ;MÉXICO;MEDIOCENTRO;FALTA;NO;0;MEX9
18;EDSON ÁLVAREZ;MÉXICO;MEDIOCENTRO;FALTA;NO;0;MEX10
19;ORBELÍN PINEDA;MÉXICO;MEDIOCENTRO;FALTA;NO;0;MEX11
20;MARCEL RUIZ;MÉXICO;MEDIOCENTRO;FALTA;NO;0;MEX12
21;EQUIPO MEX;MÉXICO;OTRO;FALTA;NO;0;MEX13
22;ÉRICK SÁNCHEZ;MÉXICO;MEDIOCENTRO;FALTA;NO;0;MEX14
23;HIRVING LOZANO;MÉXICO;DELANTERO;FALTA;NO;0;MEX15
24;SANTIAGO GIMÉNEZ;MÉXICO;DELANTERO;FALTA;NO;0;MEX16
25;RAÚL JIMÉNEZ;MÉXICO;DELANTERO;FALTA;NO;0;MEX17
26;ALEXIS VEGA;MÉXICO;DELANTERO;FALTA;NO;0;MEX18
27;ROBERTO ALVARADO;MÉXICO;DELANTERO;FALTA;NO;0;MEX19
28;CÉSAR HUERTA;MÉXICO;DELANTERO;FALTA;NO;0;MEX20
29;ESCUDO RSA;SUDÁFRICA;OTRO;FALTA;NO;0;RSA1
30;ROWEN WILLIAMS;SUDÁFRICA;PORTERO;FALTA;NO;0;RSA2
31;SIPHIO CHAINE;SUDÁFRICA;PORTERO;FALTA;NO;0;RSA3
32;AUBREY MODIBA;SUDÁFRICA;DEFENSA;FALTA;NO;0;RSA4
33;SAMUKELE KABINI;SUDÁFRICA;DEFENSA;FALTA;NO;0;RSA5
34;MBEKEZELI MBOKAZI;SUDÁFRICA;DEFENSA;FALTA;NO;0;RSA6
35;KULUMANI NDAMANE;SUDÁFRICA;DEFENSA;FALTA;NO;0;RSA7
36;SIYABONGA NGEZANA;SUDÁFRICA;DEFENSA;FALTA;NO;0;RSA8
37;KHULISO MUDAU;SUDÁFRICA;DEFENSA;FALTA;NO;0;RSA9
38;NKOSINATHI SIBISI;SUDÁFRICA;DEFENSA;FALTA;NO;0;RSA10
39;TEBOHO MOKOENA;SUDÁFRICA;MEDIOCENTRO;FALTA;NO;0;RSA11
40;THALENTE MBATHA;SUDÁFRICA;MEDIOCENTRO;FALTA;NO;0;RSA12
41;EQUIPO RSA;SUDÁFRICA;OTRO;FALTA;NO;0;RSA13
42;BATHUSI AUBASS;SUDÁFRICA;MEDIOCENTRO;FALTA;NO;0;RSA14
43;YAYA SITHOLE;SUDÁFRICA;MEDIOCENTRO;FALTA;NO;0;RSA15
44;SIPHO MBULE;SUDÁFRICA;MEDIOCENTRO;FALTA;NO;0;RSA16
45;LYLE FOSTER;SUDÁFRICA;DELANTERO;FALTA;NO;0;RSA17
46;IQRAAM RAYNERS;SUDÁFRICA;DELANTERO;FALTA;NO;0;RSA18
47;MOHAU NKOTA;SUDÁFRICA;DELANTERO;FALTA;NO;0;RSA19
48;OSWIN APPOLLIS;SUDÁFRICA;DELANTERO;FALTA;NO;0;RSA20
49;ESCUDO KOR;KOREA;OTRO;FALTA;NO;0;KOR1
50;HYEONWOO JO;KOREA;PORTERO;FALTA;NO;0;KOR2
51;SEUNGGYU KIM;KOREA;PORTERO;FALTA;NO;0;KOR3
52;MINJAE KIM;KOREA;DEFENSA;FALTA;NO;0;KOR4
53;YUMIN CHO;KOREA;DEFENSA;FALTA;NO;0;KOR5
54;YOUNGWOO SEOL;KOREA;DEFENSA;FALTA;NO;0;KOR6
55;HANBEOM LEE;KOREA;DEFENSA;FALTA;NO;0;KOR7
56;TAESEOK LEE;KOREA;DEFENSA;FALTA;NO;0;KOR8
57;MYUNGJAE LEE;KOREA;DEFENSA;FALTA;NO;0;KOR9
58;JAESUNG LEE;KOREA;MEDIOCENTRO;FALTA;NO;0;KOR10
59;INBEOM HWANG;KOREA;MEDIOCENTRO;FALTA;NO;0;KOR11
60;KANGIN LEE;KOREA;MEDIOCENTRO;FALTA;NO;0;KOR12
61;EQUIPO KOR;KOREA;OTRO;FALTA;NO;0;KOR13
62;SEUNGHO PARK;KOREA;MEDIOCENTRO;FALTA;NO;0;KOR14
63;JENS CASTROP;KOREA;MEDIOCENTRO;FALTA;NO;0;KOR15
64;DONGGYEONG LEE;KOREA;MEDIOCENTRO;FALTA;NO;0;KOR16
65;GUESUNG CHO;KOREA;DELANTERO;FALTA;NO;0;KOR17
66;HEUNGMIN SON;KOREA;DELANTERO;FALTA;NO;0;KOR18
67;HEECHAN HWANG;KOREA;DELANTERO;FALTA;NO;0;KOR19
68;HYEONGYU OH;KOREA;DELANTERO;FALTA;NO;0;KOR20
69;ESCUDO CZE;REPUBLICA CHECA;OTRO;FALTA;NO;0;CZE1
70;MATEJ KOVAR;REPUBLICA CHECA;PORTERO;FALTA;NO;0;CZE2
71;JINDRICH STANEK;REPUBLICA CHECA;PORTERO;FALTA;NO;0;CZE3
72;LADISLAV KREJCI;REPUBLICA CHECA;DEFENSA;FALTA;NO;0;CZE4
73;VLADIMIR COUFAL;REPUBLICA CHECA;DEFENSA;FALTA;NO;0;CZE5
74;JAROSLAV ZELENY;REPUBLICA CHECA;DEFENSA;FALTA;NO;0;CZE6
75;THOMAS HOLES;REPUBLICA CHECA;DEFENSA;FALTA;NO;0;CZE7
76;DAVID ZIMA;REPUBLICA CHECA;DEFENSA;FALTA;NO;0;CZE8
77;MICHAL SADILEK;REPUBLICA CHECA;MEDIOCENTRO;FALTA;NO;0;CZE9
78;LUKAS PROVOD;REPUBLICA CHECA;MEDIOCENTRO;FALTA;NO;0;CZE10
79;LUKAS CERV;REPUBLICA CHECA;MEDIOCENTRO;FALTA;NO;0;CZE11
80;TOMAS SOUCEK;REPUBLICA CHECA;MEDIOCENTRO;FALTA;NO;0;CZE12
81;EQUIPO CZE;REPUBLICA CHECA;OTRO;FALTA;NO;0;CZE13
82;PAVEL SULC;REPUBLICA CHECA;MEDIOCENTRO;FALTA;NO;0;CZE14
83;MATEJ VYDRA;REPUBLICA CHECA;DELANTERO;FALTA;NO;0;CZE15
84;VASIL KUSEJ;REPUBLICA CHECA;DELANTERO;FALTA;NO;0;CZE16
85;THOMAS CHORY;REPUBLICA CHECA;DELANTERO;FALTA;NO;0;CZE17
86;VACLAV CERNY;REPUBLICA CHECA;DELANTERO;FALTA;NO;0;CZE18
87;ADAM HLOZEK;REPUBLICA CHECA;DELANTERO;FALTA;NO;0;CZE19
88;PATRICK SCHICK;REPUBLICA CHECA;DELANTERO;FALTA;NO;0;CZE20
89;ESCUDO CAN;CANADÁ;OTRO;FALTA;NO;0;CAN1
90;DAYNE ST. CLAIR;CANADÁ;PORTERO;FALTA;NO;0;CAN2
91;ALPHONSO DAVIES;CANADÁ;DEFENSA;FALTA;NO;0;CAN3
92;ALISTAR JOHNSTON;CANADÁ;DEFENSA;FALTA;NO;0;CAN4
93;SAMUEL ADEKUGBE;CANADÁ;DEFENSA;FALTA;NO;0;CAN5
94;RICHIE LARYEA;CANADÁ;DEFENSA;FALTA;NO;0;CAN6
95;DEREK CORNELIUS;CANADÁ;DEFENSA;FALTA;NO;0;CAN7
96;MOISE BOMBITO;CANADÁ;DEFENSA;FALTA;NO;0;CAN8
97;KAMAL MILLER;CANADÁ;DEFENSA;FALTA;NO;0;CAN9
98;STEPHEN EUSTAQUIO;CANADÁ;MEDIOCENTRO;FALTA;NO;0;CAN10
99;ISMAEL KONE;CANADÁ;MEDIOCENTRO;FALTA;NO;0;CAN11
100;JONATHAN OSORIO;CANADÁ;MEDIOCENTRO;FALTA;NO;0;CAN12
101;EQUIPO CAN;CANADÁ;OTRO;FALTA;NO;0;CAN13
102;JACOB SHAFFELBURG;CANADÁ;MEDIOCENTRO;FALTA;NO;0;CAN14
103;MATHIEU CHOINÈRE;CANADÁ;MEDIOCENTRO;FALTA;NO;0;CAN15
104;NIKO SIGUR;CANADÁ;MEDIOCENTRO;FALTA;NO;0;CAN16
105;TAJON BUCHANAN;CANADÁ;DELANTERO;FALTA;NO;0;CAN17
106;LIAM MILLAR;CANADÁ;DELANTERO;FALTA;NO;0;CAN18
107;CYLE LARIN;CANADÁ;DELANTERO;FALTA;NO;0;CAN19
108;JONATHAN DAVID;CANADÁ;DELANTERO;FALTA;NO;0;CAN20
109;ESCUDO BOSNIA Y HERZEGOVINA;BOSNIA Y HERZEGOVINA;OTRO;FALTA;NO;0;BIH1
110;NIKOLA VASILJ;BOSNIA Y HERZEGOVINA;PORTERO;FALTA;NO;0;BIH2
111;AMAR DEDIC;BOSNIA Y HERZEGOVINA;DEFENSA;FALTA;NO;0;BIH3
112;SEAD KOSALINAC;BOSNIA Y HERZEGOVINA;DEFENSA;FALTA;NO;0;BIH4
113;TARIK MUHAREMOVIC;BOSNIA Y HERZEGOVINA;DEFENSA;FALTA;NO;0;BIH5
114;NIHAD MUJAKIC;BOSNIA Y HERZEGOVINA;DEFENSA;FALTA;NO;0;BIH6
115;NIKOLA KATIC;BOSNIA Y HERZEGOVINA;DEFENSA;FALTA;NO;0;BIH7
116;AMIR HADZIAHMETOVIC;BOSNIA Y HERZEGOVINA;MEDIOCENTRO;FALTA;NO;0;BIH8
117;BEJAMIN TAHIROVIC;BOSNIA Y HERZEGOVINA;MEDIOCENTRO;FALTA;NO;0;BIH9
118;ARMIN GIGOVIC;BOSNIA Y HERZEGOVINA;MEDIOCENTRO;FALTA;NO;0;BIH10
119;IVAN SUNJIC;BOSNIA Y HERZEGOVINA;MEDIOCENTRO;FALTA;NO;0;BIH11
120;IVAN BASIC;BOSNIA Y HERZEGOVINA;MEDIOCENTRO;FALTA;NO;0;BIH12
121;EQUIPO BOSNIA Y HERZEGOVINA;BOSNIA Y HERZEGOVINA;OTRO;FALTA;NO;0;BIH13
122;DZENIS BURNIC;BOSNIA Y HERZEGOVINA;MEDIOCENTRO;FALTA;NO;0;BIH14
123;ESMIR BAJRAKTAREVIC;BOSNIA Y HERZEGOVINA;DELANTERO;FALTA;NO;0;BIH15
124;AMAR MEMIC;BOSNIA Y HERZEGOVINA;DELANTERO;FALTA;NO;0;BIH16
125;ERMEDIN DEMIROVIC;BOSNIA Y HERZEGOVINA;DELANTERO;FALTA;NO;0;BIH17
126;EDIN DZEKO;BOSNIA Y HERZEGOVINA;DELANTERO;FALTA;NO;0;BIH18
127;SAMED BAZDAR;BOSNIA Y HERZEGOVINA;DELANTERO;FALTA;NO;0;BIH19
128;HARIS TABAKOVIC;BOSNIA Y HERZEGOVINA;DELANTERO;FALTA;NO;0;BIH20
129;ESCUDO QATAR;QATAR;OTRO;FALTA;NO;0;QAT1
130;MESHAAL BARSHAM;QATAR;PORTERO;FALTA;NO;0;QAT2
131;SULTAN ALBRAKE;QATAR;DEFENSA;FALTA;NO;0;QAT3
132;LUCAS MENDES;QATAR;DEFENSA;FALTA;NO;0;QAT4
133;HOMAM AHMED;QATAR;DEFENSA;FALTA;NO;0;QAT5
134;BOUALEM KHOUKHI;QATAR;DEFENSA;FALTA;NO;0;QAT6
135;PEDRO MIGUEL;QATAR;DEFENSA;FALTA;NO;0;QAT7
136;TAREK SALMAN;QATAR;MEDIOCENTRO;FALTA;NO;0;QAT8
137;MOHAMED AL-MANNAI;QATAR;MEDIOCENTRO;FALTA;NO;0;QAT9
138;KARIM BOUDIAF;QATAR;MEDIOCENTRO;FALTA;NO;0;QAT10
139;ASSIM MADIBO;QATAR;MEDIOCENTRO;FALTA;NO;0;QAT11
140;AHMED FATEHI;QATAR;MEDIOCENTRO;FALTA;NO;0;QAT12
141;EQUIPO QATAR;QATAR;OTRO;FALTA;NO;0;QAT13
142;MOHAMMED WAAD;QATAR;MEDIOCENTRO;FALTA;NO;0;QAT14
143;ABDULAZIZ HATEM;QATAR;MEDIOCENTRO;FALTA;NO;0;QAT15
144;HASSAN AL-HAYDOS;QATAR;DELANTERO;FALTA;NO;0;QAT16
145;EDMILSON JUNIOR;QATAR;DELANTERO;FALTA;NO;0;QAT17
146;AKRAM HASSAN AFIF;QATAR;DELANTERO;FALTA;NO;0;QAT18
147;AHMED AL GANEHI;QATAR;DELANTERO;FALTA;NO;0;QAT19
148;ALMOEZ ALI;QATAR;DELANTERO;FALTA;NO;0;QAT20
149;ESCUDO SUIZA;SUIZA;OTRO;FALTA;NO;0;SUI1
150;GREGOR KOBEL;SUIZA;PORTERO;FALTA;NO;0;SUI2
151;YVON MVOGO;SUIZA;PORTERO;FALTA;NO;0;SUI3
152;MANUEL AKANJI;SUIZA;DEFENSA;FALTA;NO;0;SUI4
153;RICARDO RODRIGUEZ;SUIZA;DEFENSA;FALTA;NO;0;SUI5
154;NICO ELVEDI;SUIZA;DEFENSA;FALTA;NO;0;SUI6
155;AURÈLE AMENDA;SUIZA;DEFENSA;FALTA;NO;0;SUI7
156;SILVAN WINMER;SUIZA;DEFENSA;FALTA;NO;0;SUI8
157;GRANIT XHAKA;SUIZA;MEDIOCENTRO;FALTA;NO;0;SUI9
158;DENIS ZAKARIA;SUIZA;MEDIOCENTRO;FALTA;NO;0;SUI10
159;REMO FREULER;SUIZA;MEDIOCENTRO;FALTA;NO;0;SUI11
160;FABIAN RIEDER;SUIZA;MEDIOCENTRO;FALTA;NO;0;SUI12
161;EQUIPO SUIZA;SUIZA;OTRO;FALTA;NO;0;SUI13
162;ARDON JASHARI;SUIZA;MEDIOCENTRO;FALTA;NO;0;SUI14
163;JOHAN MANZAMBI;SUIZA;MEDIOCENTRO;FALTA;NO;0;SUI15
164;MICHEL AEBISCHER;SUIZA;MEDIOCENTRO;FALTA;NO;0;SUI16
165;BREEL EMBOLO;SUIZA;DELANTERO;FALTA;NO;0;SUI17
166;RUBEN VARGAS;SUIZA;DELANTERO;FALTA;NO;0;SUI18
167;DAN NDOYE;SUIZA;DELANTERO;FALTA;NO;0;SUI19
168;ZEKI AMDOUNI;SUIZA;DELANTERO;FALTA;NO;0;SUI20
169;ESCUDO BRASIL;BRASIL;OTRO;FALTA;NO;0;BRA1
170;ALISSON;BRASIL;PORTERO;FALTA;NO;0;BRA2
171;BENTO;BRASIL;PORTERO;FALTA;NO;0;BRA3
172;MARQUINHOS;BRASIL;DEFENSA;FALTA;NO;0;BRA4
173;ÉDER MILITÃO;BRASIL;DEFENSA;FALTA;NO;0;BRA5
174;GABRIEL MAGALHÃES;BRASIL;DEFENSA;FALTA;NO;0;BRA6
175;DANILO;BRASIL;DEFENSA;FALTA;NO;0;BRA7
176;WESLEY;BRASIL;DEFENSA;FALTA;NO;0;BRA8
177;LUCAS PAQUETÁ;BRASIL;MEDIOCENTRO;FALTA;NO;0;BRA9
178;CASEMIRO;BRASIL;MEDIOCENTRO;FALTA;NO;0;BRA10
179;BRUNO GUIMARÃES;BRASIL;MEDIOCENTRO;FALTA;NO;0;BRA11
180;LUIZ HENRIQUE;BRASIL;MEDIOCENTRO;FALTA;NO;0;BRA12
181;EQUIPO BRASIL;BRASIL;OTRO;FALTA;NO;0;BRA13
182;VINICIUS JÚNIOR;BRASIL;DELANTERO;FALTA;NO;0;BRA14
183;RODRYGO;BRASIL;DELANTERO;FALTA;NO;0;BRA15
184;JOÃO PEDRO;BRASIL;DELANTERO;FALTA;NO;0;BRA16
185;MATHEUS CUNHA;BRASIL;DELANTERO;FALTA;NO;0;BRA17
186;GABRIEL MARTINELLI;BRASIL;DELANTERO;FALTA;NO;0;BRA18
187;RAPHINHA;BRASIL;DELANTERO;FALTA;NO;0;BRA19
188;ESTÉVÃO;BRASIL;DELANTERO;FALTA;NO;0;BRA20
189;ESCUDO MARRUECOS;MARRUECOS;OTRO;FALTA;NO;0;MARR1
190;YASSINE BOUNOU;MARRUECOS;PORTERO;FALTA;NO;0;MARR2
191;MUNIR EL KAJOUI;MARRUECOS;PORTERO;FALTA;NO;0;MARR3
192;ACHRAF HAKIMI;MARRUECOS;DEFENSA;FALTA;NO;0;MARR4
193;NOUSSAIR MAZRAOUI;MARRUECOS;DEFENSA;FALTA;NO;0;MARR5
194;NAYEF AGUERD;MARRUECOS;DEFENSA;FALTA;NO;0;MARR6
195;ROMAN SAISS;MARRUECOS;DEFENSA;FALTA;NO;0;MARR7
196;JAWAD EL YAMIO;MARRUECOS;DEFENSA;FALTA;NO;0;MARR8
197;ADAM MASINA;MARRUECOS;DEFENSA;FALTA;NO;0;MARR9
198;SOFYAN AMRABAT;MARRUECOS;MEDIOCENTRO;FALTA;NO;0;MARR10
199;AZZEDINE OUNAHI;MARRUECOS;MEDIOCENTRO;FALTA;NO;0;MARR11
200;ELIESSE BEN SEGHIR;MARRUECOS;MEDIOCENTRO;FALTA;NO;0;MARR12
201;EQUIPO MARRUECOS;MARRUECOS;OTRO;FALTA;NO;0;MARR13
202;BILAL EL KHANNOUSS;MARRUECOS;MEDIOCENTRO;FALTA;NO;0;MARR14
203;ISMAEL SAIBARI;MARRUECOS;MEDIOCENTRO;FALTA;NO;0;MARR15
204;YOUSSEF EN-NESYRI;MARRUECOS;DELANTERO;FALTA;NO;0;MARR16
205;ABDE EZZALZOULI;MARRUECOS;DELANTERO;FALTA;NO;0;MARR17
206;SOUFIANE RAHIMI;MARRUECOS;DELANTERO;FALTA;NO;0;MARR18
207;BRAHIM DIAZ;MARRUECOS;DELANTERO;FALTA;NO;0;MARR19
208;AYOUB EL KAABI;MARRUECOS;DELANTERO;FALTA;NO;0;MARR20
209;EQUIPO HAÍTI;HAITÍ;OTRO;FALTA;NO;0;HAI1
210;JOHNY PLACIDE;HAITÍ;PORTERO;FALTA;NO;0;HAI2
211;CARLENS ARCUS;HAITÍ;DEFENSA;FALTA;NO;0;HAI3
212;MARTIN EXPÉRIENCE;HAITÍ;DEFENSA;FALTA;NO;0;HAI4
213;JEAN-KEVIN DUVERNE;HAITÍ;DEFENSA;FALTA;NO;0;HAI5
214;RICARDO ADÉ;HAITÍ;DEFENSA;FALTA;NO;0;HAI6
215;DUKE LACROIX;HAITÍ;DEFENSA;FALTA;NO;0;HAI7
216;GARVEN METUSALA;HAITÍ;DEFENSA;FALTA;NO;0;HAI8
217;HANNES DELCROIX;HAITÍ;DEFENSA;FALTA;NO;0;HAI9
218;LEVERTON PIERRE;HAITÍ;MEDIOCENTRO;FALTA;NO;0;HAI10
219;DANLEY JEAN JACQUES;HAITÍ;MEDIOCENTRO;FALTA;NO;0;HAI11
220;JEAN-RICNER BELLEGARDE;HAITÍ;MEDIOCENTRO;FALTA;NO;0;HAI12
221;EQUIPO HAÍTI;HAITÍ;OTRO;FALTA;NO;0;HAI13
222;CHRISTOPHER ATTYS;HAITÍ;MEDIOCENTRO;FALTA;NO;0;HAI14
223;DERRICK ETIENNE JR;HAITÍ;DELANTERO;FALTA;NO;0;HAI15
224;JOSUE CASIMIR;HAITÍ;DELANTERO;FALTA;NO;0;HAI16
225;RUBEN PROVIDENCE;HAITÍ;DELANTERO;FALTA;NO;0;HAI17
226;DUCKENS NAZON;HAITÍ;DELANTERO;FALTA;NO;0;HAI18
227;LOUICIUS DEEDSON;HAITÍ;DELANTERO;FALTA;NO;0;HAI19
228;FRANTZDY PIERROT;HAITÍ;DELANTERO;FALTA;NO;0;HAI20
229;ESCUDO ESCOCIA;ESCOCIA;OTRO;FALTA;NO;0;ESC1
230;ANGUS GUNN;ESCOCIA;PORTERO;FALTA;NO;0;ESC2
231;JACK HENDRY;ESCOCIA;DEFENSA;FALTA;NO;0;ESC3
232;KIERAN TIERNEY;ESCOCIA;DEFENSA;FALTA;NO;0;ESC4
233;AARON HICKEY;ESCOCIA;DEFENSA;FALTA;NO;0;ESC5
234;ANDREW ROBERTSON;ESCOCIA;DEFENSA;FALTA;NO;0;ESC6
235;SCOTT MCKENNA;ESCOCIA;DEFENSA;FALTA;NO;0;ESC7
236;JOHN SOUTTAR;ESCOCIA;DEFENSA;FALTA;NO;0;ESC8
237;ANTHONY RALSTON;ESCOCIA;DEFENSA;FALTA;NO;0;ESC9
238;GRANT HANLEY;ESCOCIA;DEFENSA;FALTA;NO;0;ESC10
239;SCOTT MCTOMINAY;ESCOCIA;MEDIOCENTRO;FALTA;NO;0;ESC11
240;BILLY GILMOUR;ESCOCIA;MEDIOCENTRO;FALTA;NO;0;ESC12
241;EQUIPO ESCOCIA;ESCOCIA;OTRO;FALTA;NO;0;ESC13
242;LEWIS FERGUSON;ESCOCIA;MEDIOCENTRO;FALTA;NO;0;ESC14
243;RYAN CHRISTIE;ESCOCIA;MEDIOCENTRO;FALTA;NO;0;ESC15
244;KENNY MCLEAN;ESCOCIA;MEDIOCENTRO;FALTA;NO;0;ESC16
245;JOHN MCGINN;ESCOCIA;MEDIOCENTRO;FALTA;NO;0;ESC17
246;LYNDON DYKES;ESCOCIA;DELANTERO;FALTA;NO;0;ESC18
247;CHE ADAMS;ESCOCIA;DELANTERO;FALTA;NO;0;ESC19
248;BEN GANNON-DOAK;ESCOCIA;DELANTERO;FALTA;NO;0;ESC20
249;ESCUDO USA;ESTADOS UNIDOS;OTRO;FALTA;NO;0;USA1
250;MATH FREESE;ESTADOS UNIDOS;PORTERO;FALTA;NO;0;USA2
251;CHRIS RICHARDS;ESTADOS UNIDOS;DEFENSA;FALTA;NO;0;USA3
252;TIM REAM;ESTADOS UNIDOS;DEFENSA;FALTA;NO;0;USA4
253;MARK MCKENZIE;ESTADOS UNIDOS;DEFENSA;FALTA;NO;0;USA5
254;ALEX FREEMAN;ESTADOS UNIDOS;DEFENSA;FALTA;NO;0;USA6
255;ANTONEE ROBINSON;ESTADOS UNIDOS;DEFENSA;FALTA;NO;0;USA7
256;TYLER ADAMS;ESTADOS UNIDOS;MEDIOCENTRO;FALTA;NO;0;USA8
257;TANNER TESSMANN;ESTADOS UNIDOS;MEDIOCENTRO;FALTA;NO;0;USA9
258;WESTON MCKENNY;ESTADOS UNIDOS;MEDIOCENTRO;FALTA;NO;0;USA10
259;CHRISTIAN ROLDAN;ESTADOS UNIDOS;MEDIOCENTRO;FALTA;NO;0;USA11
260;TIMOTHY WEAH;ESTADOS UNIDOS;MEDIOCENTRO;FALTA;NO;0;USA12
261;EQUIPO USA;ESTADOS UNIDOS;OTRO;FALTA;NO;0;USA13
262;DIEGO LUNA;ESTADOS UNIDOS;MEDIOCENTRO;FALTA;NO;0;USA14
263;MALIK TILLMAN;ESTADOS UNIDOS;DELANTERO;FALTA;NO;0;USA15
264;CHRISTIAN PULISIC;ESTADOS UNIDOS;DELANTERO;FALTA;NO;0;USA16
265;BRENDEN AARONSON;ESTADOS UNIDOS;DELANTERO;FALTA;NO;0;USA17
266;RICARDO PEPI;ESTADOS UNIDOS;DELANTERO;FALTA;NO;0;USA18
267;HAJI WRIGHT;ESTADOS UNIDOS;DELANTERO;FALTA;NO;0;USA19
268;FOLARIN BALOGUN;ESTADOS UNIDOS;DELANTERO;FALTA;NO;0;USA20
269;ESCUDO PARAGUAY;PARAGUAY;OTRO;FALTA;NO;0;PAR1
270;ROBERTO FERNANDEZ;PARAGUAY;PORTERO;FALTA;NO;0;PAR2
271;ORLANDO GILL;PARAGUAY;PORTERO;FALTA;NO;0;PAR3
272;GUSTAVO GOMEZ;PARAGUAY;DEFENSA;FALTA;NO;0;PAR4
273;FABIÁN BALBUENA;PARAGUAY;DEFENSA;FALTA;NO;0;PAR5
274;JUAN JOSÉ CÁCERES;PARAGUAY;DEFENSA;FALTA;NO;0;PAR6
275;OMAR ALDERETE;PARAGUAY;DEFENSA;FALTA;NO;0;PAR7
276;JUNIOR ALONSO;PARAGUAY;DEFENSA;FALTA;NO;0;PAR8
277;MATHÍAS VILLASANTI;PARAGUAY;MEDIOCENTRO;FALTA;NO;0;PAR9
278;DIEGO GOMEZ;PARAGUAY;MEDIOCENTRO;FALTA;NO;0;PAR10
279;DAMIÁN BOBADILLA;PARAGUAY;MEDIOCENTRO;FALTA;NO;0;PAR11
280;ANDRES CUBAS;PARAGUAY;MEDIOCENTRO;FALTA;NO;0;PAR12
281;EQUIPO PARAGUAY;PARAGUAY;OTRO;FALTA;NO;0;PAR13
282;MATIAS GALARZA FONDA;PARAGUAY;MEDIOCENTRO;FALTA;NO;0;PAR14
283;JULIO ENCISO;PARAGUAY;MEDIOCENTRO;FALTA;NO;0;PAR15
284;ALEJANDRO ROMERO GAMARRA;PARAGUAY;MEDIOCENTRO;FALTA;NO;0;PAR16
285;MIGUEL ALMIRÓN;PARAGUAY;MEDIOCENTRO;FALTA;NO;0;PAR17
286;RAMON SOSA;PARAGUAY;DELANTERO;FALTA;NO;0;PAR18
287;ANGEL ROMERO;PARAGUAY;DELANTERO;FALTA;NO;0;PAR19
288;ANTONIO SANABRIA;PARAGUAY;DELANTERO;FALTA;NO;0;PAR20
289;ESCUDO AUSTRALIA;AUSTRALIA;OTRO;FALTA;NO;0;AUS1
290;MATHEW RYAN;AUSTRALIA;PORTERO;FALTA;NO;0;AUS2
291;JOE GAUCI;AUSTRALIA;PORTERO;FALTA;NO;0;AUS3
292;HARRY SOUTTAR;AUSTRALIA;DEFENSA;FALTA;NO;0;AUS4
293;ALESSANDRO CIRCATI;AUSTRALIA;DEFENSA;FALTA;NO;0;AUS5
294;JORDAN BOS;AUSTRALIA;DEFENSA;FALTA;NO;0;AUS6
295;AZIZ BEHICH;AUSTRALIA;DEFENSA;FALTA;NO;0;AUS7
296;CAMERON BURGESS;AUSTRALIA;DEFENSA;FALTA;NO;0;AUS8
297;LEWIS MILLER;AUSTRALIA;DEFENSA;FALTA;NO;0;AUS9
298;MILOS DEGENEK;AUSTRALIA;DEFENSA;FALTA;NO;0;AUS10
299;JACKSON IRVINE;AUSTRALIA;MEDIOCENTRO;FALTA;NO;0;AUS11
300;RILEY MCGREE;AUSTRALIA;MEDIOCENTRO;FALTA;NO;0;AUS12
301;EQUIPO AUSTRALIA;AUSTRALIA;OTRO;FALTA;NO;0;AUS13
302;AIDEN O'NEILL;AUSTRALIA;MEDIOCENTRO;FALTA;NO;0;AUS14
303;CONNOR METCALFE;AUSTRALIA;MEDIOCENTRO;FALTA;NO;0;AUS15
304;PATRICK YAZBEK;AUSTRALIA;MEDIOCENTRO;FALTA;NO;0;AUS16
305;CRAIG GOODWIN;AUSTRALIA;DELANTERO;FALTA;NO;0;AUS17
306;KUSINI VENGI;AUSTRALIA;DELANTERO;FALTA;NO;0;AUS18
307;NESTORY IRANKUNDA;AUSTRALIA;DELANTERO;FALTA;NO;0;AUS19
308;MOHAMED TOURÉ;AUSTRALIA;DELANTERO;FALTA;NO;0;AUS20
